,Day,Hour,Load,U1,U2,U3
146,Wednesday,20,1.784774050684819,0.6265586034912718,1.104077253218884,0.0
147,Friday,21,1.731772328385139,0.4872194513715711,1.143508583690987,0.0
148,Monday,21,1.7552876422719776,0.7863674147963425,1.2592989985693848,0.0
149,Saturday,21,1.6933942061474252,0.557356608478803,1.1970672389127326,0.0
150,Sunday,21,1.7137155198337846,0.7892768079800498,1.1591559370529327,0.0
151,Thursday,21,1.7374928237513327,0.7116583541147132,1.1322424892703862,0.0
152,Tuesday,21,1.7580989092102026,0.6934226932668329,1.089994635193133,0.0
153,Wednesday,21,1.7502050356762076,0.5568890274314214,1.0726931330472103,0.0
154,Friday,22,1.695050438776347,0.48815461346633415,1.145922746781116,0.0
155,Monday,22,1.7102709204734956,0.5964256026600165,1.2424892703862662,0.0
156,Saturday,22,1.6614450914459116,0.471737323358271,1.1949213161659513,0.0
157,Sunday,22,1.6720704958218287,0.7464671654197839,1.1552217453505007,0.0
158,Thursday,22,1.695583531534487,0.6036471321695761,1.0839592274678111,0.0
159,Tuesday,22,1.7188345772164357,0.6854738154613467,1.0517703862660943,0.0
160,Wednesday,22,1.7096284753547117,0.44326683291770574,1.0087178111587982,0.0
161,Friday,23,1.652218486016567,0.4881546134663342,1.174087982832618,0.0
162,Monday,23,1.6664753000355395,0.7198669991687449,1.1988555078683834,0.0
163,Saturday,23,1.625777996482499,0.45386533665835416,1.1866952789699572,0.0
164,Sunday,23,1.6291679196624658,0.7497921862011637,1.1716738197424894,0.0
165,Thursday,23,1.653858771426228,0.5246259351620948,1.0308476394849786,0.0
166,Tuesday,23,1.6821536947428852,0.6625623441396509,1.0030847639484979,0.0
167,Wednesday,23,1.6689083900598705,0.4671134663341646,1.0063036480686696,0.0
